,id,width,height,1box,2box,3box,4box,5box,6box,7box,8box,9box,10box
110,german_shorthaired_118_jpg.rf.5c4d0bded6d34eedf1c260c712435339.jpg,500,375,"{'bounding_box': array([0.11921185, 0.32228315, 0.5273597 , 0.59619844], dtype=float32), 'class_id': 14.0, 'score': 0.7456158}","{'bounding_box': array([-0.01072219,  0.48571438,  0.10799839,  0.7531194 ], dtype=float32), 'class_id': 21.0, 'score': 0.011686087}","{'bounding_box': array([-0.05830154,  0.65734315,  0.2483584 ,  1.1364158 ], dtype=float32), 'class_id': 36.0, 'score': 0.008221328}","{'bounding_box': array([-0.04790083,  0.03133607,  0.2846924 ,  0.52534336], dtype=float32), 'class_id': 36.0, 'score': 0.0076972544}","{'bounding_box': array([0.15092057, 0.350323  , 1.280472  , 1.2719848 ], dtype=float32), 'class_id': 22.0, 'score': 0.0071525276}","{'bounding_box': array([0.00130933, 0.6200545 , 0.02527364, 0.70302725], dtype=float32), 'class_id': 7.0, 'score': 0.0068575144}","{'bounding_box': array([-0.00239265,  0.06257275,  0.07417443,  0.36280072], dtype=float32), 'class_id': 3.0, 'score': 0.0068419576}","{'bounding_box': array([0.66597587, 0.00509154, 0.89188737, 0.06289068], dtype=float32), 'class_id': 37.0, 'score': 0.0067181587}","{'bounding_box': array([0.00259427, 0.6433202 , 0.02677736, 0.7313981 ], dtype=float32), 'class_id': 2.0, 'score': 0.0066050887}","{'bounding_box': array([0.02006677, 0.3051852 , 0.7701714 , 1.2246569 ], dtype=float32), 'class_id': 22.0, 'score': 0.006318778}"
111,saint_bernard_132_jpg.rf.04a44922afead0a6e3ad8521f2780f75.jpg,500,375,"{'bounding_box': array([0.3032608 , 0.46652293, 0.6174829 , 0.79632366], dtype=float32), 'class_id': 19.0, 'score': 0.96623445}","{'bounding_box': array([0.1770006 , 0.93587846, 0.4068191 , 1.0139191 ], dtype=float32), 'class_id': 21.0, 'score': 0.018134356}","{'bounding_box': array([-0.00334123,  0.25966227,  0.08057015,  0.55325806], dtype=float32), 'class_id': 9.0, 'score': 0.01475215}","{'bounding_box': array([0.11996335, 0.43525606, 0.64795995, 0.85372716], dtype=float32), 'class_id': 22.0, 'score': 0.012505591}","{'bounding_box': array([-0.00457021,  0.43907458,  0.06950179,  0.71570677], dtype=float32), 'class_id': 9.0, 'score': 0.012110621}","{'bounding_box': array([0.25327042, 0.9659848 , 0.36318758, 1.0006374 ], dtype=float32), 'class_id': 0.0, 'score': 0.011176467}","{'bounding_box': array([-0.03317258, -0.18479028,  0.6712884 ,  0.80069757], dtype=float32), 'class_id': 22.0, 'score': 0.011171192}","{'bounding_box': array([-0.1395598,  0.198163 ,  0.6580713,  0.8079004], dtype=float32), 'class_id': 22.0, 'score': 0.009427279}","{'bounding_box': array([-0.20448148, -0.27405488,  0.5221305 ,  0.7191003 ], dtype=float32), 'class_id': 22.0, 'score': 0.008547187}","{'bounding_box': array([0.73258495, 0.9378088 , 0.93280506, 1.0152742 ], dtype=float32), 'class_id': 5.0, 'score': 0.0077990294}"
112,newfoundland_141_jpg.rf.3e14b70790a2d063cdd7b2cc1ccc7d04.jpg,500,335,"{'bounding_box': array([0.18123803, 0.4586592 , 0.89864826, 0.9044261 ], dtype=float32), 'class_id': 27.0, 'score': 0.8721082}","{'bounding_box': array([-0.00368149,  0.01087441,  0.16152146,  0.3909611 ], dtype=float32), 'class_id': 0.0, 'score': 0.018294513}","{'bounding_box': array([ 0.09545991, -0.24317852,  0.99786186,  0.9466114 ], dtype=float32), 'class_id': 27.0, 'score': 0.012298167}","{'bounding_box': array([0.40991467, 0.00894672, 0.6218974 , 0.1452255 ], dtype=float32), 'class_id': 21.0, 'score': 0.011988729}","{'bounding_box': array([0.489078  , 0.939638  , 0.73491925, 0.9947046 ], dtype=float32), 'class_id': 37.0, 'score': 0.011875242}","{'bounding_box': array([0.3460436 , 0.00788462, 0.57202494, 0.15061203], dtype=float32), 'class_id': 21.0, 'score': 0.011449069}","{'bounding_box': array([0.5860956 , 0.94648117, 0.7856884 , 1.0052582 ], dtype=float32), 'class_id': 37.0, 'score': 0.011314243}","{'bounding_box': array([-6.8268925e-04,  5.7046276e-01,  1.0300142e-01,  7.4174458e-01],
      dtype=float32), 'class_id': 5.0, 'score': 0.011098295}","{'bounding_box': array([ 0.18812485, -0.00968114,  0.45577186,  0.16782396], dtype=float32), 'class_id': 21.0, 'score': 0.011022717}","{'bounding_box': array([2.6231167e-01, 3.7240982e-04, 5.0692719e-01, 1.6021356e-01],
      dtype=float32), 'class_id': 21.0, 'score': 0.00992617}"
113,wheaten_terrier_158_jpg.rf.5a78ca573612e59af5a94810180d2997.jpg,500,375,"{'bounding_box': array([-0.00472608,  0.02520669,  0.74379957,  0.69923836], dtype=float32), 'class_id': 35.0, 'score': 0.603821}","{'bounding_box': array([ 0.01428306, -0.07279035,  1.1412685 ,  0.7664536 ], dtype=float32), 'class_id': 22.0, 'score': 0.041748524}","{'bounding_box': array([0.00152931, 0.8937577 , 0.06093448, 0.94421685], dtype=float32), 'class_id': 0.0, 'score': 0.014108866}","{'bounding_box': array([0.55690575, 0.00384761, 0.70151496, 0.06776159], dtype=float32), 'class_id': 25.0, 'score': 0.012699276}","{'bounding_box': array([0.19478023, 0.47229955, 0.22584882, 0.55359846], dtype=float32), 'class_id': 10.0, 'score': 0.011910021}","{'bounding_box': array([5.7534501e-04, 6.3502437e-01, 8.0370650e-02, 9.0094858e-01],
      dtype=float32), 'class_id': 3.0, 'score': 0.011681259}","{'bounding_box': array([0.27716902, 0.00296214, 0.44232115, 0.05468883], dtype=float32), 'class_id': 37.0, 'score': 0.01134479}","{'bounding_box': array([-2.7723797e-04,  9.7613327e-02,  5.4206572e-02,  2.9066148e-01],
      dtype=float32), 'class_id': 2.0, 'score': 0.009416372}","{'bounding_box': array([0.06865614, 0.47406787, 0.10670329, 0.5723793 ], dtype=float32), 'class_id': 33.0, 'score': 0.009204119}","{'bounding_box': array([-0.22091779, -0.20992315,  0.7872013 ,  0.6136395 ], dtype=float32), 'class_id': 35.0, 'score': 0.008041918}"
114,wheaten_terrier_150_jpg.rf.31c0297b122d823e991125b0002d3a2f.jpg,500,375,"{'bounding_box': array([0.15046059, 0.09533024, 0.54827994, 0.41651237], dtype=float32), 'class_id': 35.0, 'score': 0.9610548}","{'bounding_box': array([ 0.13178842, -0.05298775,  0.5901173 ,  0.40309796], dtype=float32), 'class_id': 35.0, 'score': 0.068306}","{'bounding_box': array([0.07658193, 0.06320882, 0.66360676, 1.1640321 ], dtype=float32), 'class_id': 22.0, 'score': 0.036987305}","{'bounding_box': array([-0.13200502,  0.21820176,  0.48293686,  1.2779719 ], dtype=float32), 'class_id': 22.0, 'score': 0.016697884}","{'bounding_box': array([-0.00139937,  0.253972  ,  0.09228022,  0.48892856], dtype=float32), 'class_id': 6.0, 'score': 0.015092671}","{'bounding_box': array([0.44204545, 0.00371674, 0.6226506 , 0.06405776], dtype=float32), 'class_id': 23.0, 'score': 0.0136809945}","{'bounding_box': array([0.15804806, 0.04870638, 0.78888226, 0.36485493], dtype=float32), 'class_id': 35.0, 'score': 0.012721986}","{'bounding_box': array([0.12570128, 0.07838452, 1.0096831 , 0.68319774], dtype=float32), 'class_id': 0.0, 'score': 0.0115327835}","{'bounding_box': array([-0.04091232,  0.44957662,  0.23311715,  1.0546974 ], dtype=float32), 'class_id': 7.0, 'score': 0.011025339}","{'bounding_box': array([ 0.59398115, -0.00884679,  0.8131393 ,  0.06421757], dtype=float32), 'class_id': 18.0, 'score': 0.008802623}"
115,samoyed_149_jpg.rf.c6bf305eaa640bc1202a2a1cb674f516.jpg,500,375,"{'bounding_box': array([0.327897  , 0.4611777 , 0.61938506, 0.63023996], dtype=float32), 'class_id': 31.0, 'score': 0.9809457}","{'bounding_box': array([0.0130921 , 0.4266578 , 0.33185944, 0.9819077 ], dtype=float32), 'class_id': 26.0, 'score': 0.020001888}","{'bounding_box': array([-0.00841129,  0.15907004,  0.45638895,  0.9315356 ], dtype=float32), 'class_id': 36.0, 'score': 0.017176956}","{'bounding_box': array([-0.00443608,  0.57657146,  0.31829488,  1.0647811 ], dtype=float32), 'class_id': 26.0, 'score': 0.01692596}","{'bounding_box': array([0.33310384, 0.47247165, 0.43686867, 0.6073056 ], dtype=float32), 'class_id': 5.0, 'score': 0.015442848}","{'bounding_box': array([ 0.2453669, -0.035375 ,  1.1911384,  0.6900919], dtype=float32), 'class_id': 5.0, 'score': 0.0120717585}","{'bounding_box': array([0.03963983, 0.23215088, 0.63348794, 1.1396352 ], dtype=float32), 'class_id': 13.0, 'score': 0.01174283}","{'bounding_box': array([-2.1238625e-04,  3.7419927e-01,  8.6006239e-02,  7.0766854e-01],
      dtype=float32), 'class_id': 3.0, 'score': 0.011628747}","{'bounding_box': array([0.42465293, 0.00205186, 0.67970073, 0.11344072], dtype=float32), 'class_id': 35.0, 'score': 0.01014626}","{'bounding_box': array([-7.8584254e-04,  5.8668387e-01,  6.0219038e-02,  7.8770435e-01],
      dtype=float32), 'class_id': 1.0, 'score': 0.010005385}"
116,beagle_148_jpg.rf.a52454fc775c9886214d7dcaee21f8e4.jpg,500,333,"{'bounding_box': array([0.02864167, 0.21138796, 0.5821245 , 0.6259247 ], dtype=float32), 'class_id': 15.0, 'score': 0.9402294}","{'bounding_box': array([ 0.00155202, -0.02399048,  0.5864463 ,  0.65782785], dtype=float32), 'class_id': 15.0, 'score': 0.04709378}","{'bounding_box': array([0.608034  , 0.94788986, 0.7806245 , 1.006686  ], dtype=float32), 'class_id': 5.0, 'score': 0.011674464}","{'bounding_box': array([-0.12304305, -0.1749089 ,  0.49344856,  0.6318276 ], dtype=float32), 'class_id': 15.0, 'score': 0.011103988}","{'bounding_box': array([0.28011346, 0.7757515 , 0.31346464, 0.8340678 ], dtype=float32), 'class_id': 16.0, 'score': 0.009865522}","{'bounding_box': array([0.27959883, 0.7405161 , 0.34958017, 0.8392517 ], dtype=float32), 'class_id': 12.0, 'score': 0.009325981}","{'bounding_box': array([0.04291059, 0.2356036 , 0.26516312, 0.57822764], dtype=float32), 'class_id': 1.0, 'score': 0.008314818}","{'bounding_box': array([0.00069627, 0.01651379, 0.11037948, 0.23962677], dtype=float32), 'class_id': 16.0, 'score': 0.007966459}","{'bounding_box': array([0.5761204 , 0.96813256, 0.678995  , 1.0036058 ], dtype=float32), 'class_id': 9.0, 'score': 0.0068056285}","{'bounding_box': array([0.08045218, 0.2280742 , 0.1525853 , 0.26748776], dtype=float32), 'class_id': 0.0, 'score': 0.0067020655}"
117,saint_bernard_163_jpg.rf.0df77e1766aa07e6aebcc0ec0af3edd4.jpg,500,375,"{'bounding_box': array([0.15167439, 0.39294255, 0.60091305, 0.7098211 ], dtype=float32), 'class_id': 13.0, 'score': 0.47101247}","{'bounding_box': array([0.28990614, 0.50644034, 0.33335286, 0.57702535], dtype=float32), 'class_id': 34.0, 'score': 0.02035433}","{'bounding_box': array([0.6348711, 0.5901661, 0.7143855, 0.6819471], dtype=float32), 'class_id': 23.0, 'score': 0.0140013695}","{'bounding_box': array([0.6675974 , 0.0010052 , 0.9099766 , 0.09756018], dtype=float32), 'class_id': 37.0, 'score': 0.012781352}","{'bounding_box': array([0.2794812 , 0.4948882 , 0.32427344, 0.56258035], dtype=float32), 'class_id': 34.0, 'score': 0.0106553435}","{'bounding_box': array([0.6352023 , 0.57163733, 0.72124577, 0.6568236 ], dtype=float32), 'class_id': 23.0, 'score': 0.009061724}","{'bounding_box': array([ 0.02540547, -0.16882226,  0.61877584,  0.71315515], dtype=float32), 'class_id': 4.0, 'score': 0.00894171}","{'bounding_box': array([0.6106123 , 0.5899229 , 0.69063175, 0.68665993], dtype=float32), 'class_id': 23.0, 'score': 0.008700132}","{'bounding_box': array([0.15995288, 0.42206985, 0.38230222, 0.6870039 ], dtype=float32), 'class_id': 31.0, 'score': 0.0078088343}","{'bounding_box': array([-0.00263553,  0.12494166,  0.07617283,  0.4016053 ], dtype=float32), 'class_id': 3.0, 'score': 0.007521361}"
118,shiba_inu_14_jpg.rf.26fc365ef30edcae3c8d68df652142fb.jpg,500,362,"{'bounding_box': array([0.2840544 , 0.27419946, 0.5470355 , 0.39880434], dtype=float32), 'class_id': 33.0, 'score': 0.9343723}","{'bounding_box': array([ 0.8293194 , -0.00535426,  1.0076451 ,  0.19811498], dtype=float32), 'class_id': 9.0, 'score': 0.029112935}","{'bounding_box': array([0.30853912, 0.2521203 , 1.0408425 , 1.1372174 ], dtype=float32), 'class_id': 25.0, 'score': 0.021773398}","{'bounding_box': array([-0.05557387,  0.4513534 ,  0.22881892,  1.0531292 ], dtype=float32), 'class_id': 36.0, 'score': 0.017620087}","{'bounding_box': array([-0.07857879,  0.65646505,  0.22999725,  1.1173226 ], dtype=float32), 'class_id': 36.0, 'score': 0.013463646}","{'bounding_box': array([0.01064537, 0.73662627, 0.43030018, 1.088721  ], dtype=float32), 'class_id': 36.0, 'score': 0.013197839}","{'bounding_box': array([0.30755442, 0.6371246 , 0.47548723, 0.7965376 ], dtype=float32), 'class_id': 21.0, 'score': 0.011839479}","{'bounding_box': array([-0.00279065,  0.01330818,  0.14750153,  0.31702495], dtype=float32), 'class_id': 10.0, 'score': 0.011591256}","{'bounding_box': array([0.26755965, 0.6349439 , 0.4299376 , 0.7955368 ], dtype=float32), 'class_id': 21.0, 'score': 0.010856718}","{'bounding_box': array([0.26464456, 0.5850831 , 0.4263665 , 0.75219333], dtype=float32), 'class_id': 21.0, 'score': 0.010244042}"
119,British_Shorthair_164_jpg.rf.8d27185e8344301592da98df828ab073.jpg,500,375,"{'bounding_box': array([0.04445741, 0.23057482, 0.754104  , 0.79315937], dtype=float32), 'class_id': 4.0, 'score': 0.88283986}","{'bounding_box': array([-0.00193402,  0.03463212,  0.07728951,  0.3026825 ], dtype=float32), 'class_id': 3.0, 'score': 0.024121612}","{'bounding_box': array([ 0.0311501 , -0.15236863,  0.88933593,  0.8145393 ], dtype=float32), 'class_id': 4.0, 'score': 0.017287761}","{'bounding_box': array([-9.0207905e-04,  9.2343736e-01,  2.2423655e-01,  9.9869323e-01],
      dtype=float32), 'class_id': 7.0, 'score': 0.016105115}","{'bounding_box': array([0.05297336, 0.48969874, 0.09964876, 0.584998  ], dtype=float32), 'class_id': 33.0, 'score': 0.010990173}","{'bounding_box': array([-0.01422401,  0.71817493,  0.10950726,  0.9997878 ], dtype=float32), 'class_id': 10.0, 'score': 0.008876294}","{'bounding_box': array([-0.01042185,  0.13759916,  0.1174199 ,  0.39347208], dtype=float32), 'class_id': 36.0, 'score': 0.008764982}","{'bounding_box': array([0.01347244, 0.12956855, 1.1160495 , 0.84422266], dtype=float32), 'class_id': 4.0, 'score': 0.0086505115}","{'bounding_box': array([0.09593055, 0.2921189 , 0.7959238 , 1.0282979 ], dtype=float32), 'class_id': 4.0, 'score': 0.0075162947}","{'bounding_box': array([0.01832503, 0.07177553, 0.1458194 , 0.39165202], dtype=float32), 'class_id': 36.0, 'score': 0.0074403286}"
120,basset_hound_184_jpg.rf.a14d6070894dfaa9557adf8bfa8e16b9.jpg,334,500,"{'bounding_box': array([0.3332067 , 0.24219012, 0.92286736, 0.860975  ], dtype=float32), 'class_id': 14.0, 'score': 0.9262878}","{'bounding_box': array([0.24114257, 0.28475115, 0.8893439 , 1.0637295 ], dtype=float32), 'class_id': 14.0, 'score': 0.054148972}","{'bounding_box': array([0.1164176 , 0.09299157, 0.14152198, 0.14738303], dtype=float32), 'class_id': 5.0, 'score': 0.028445035}","{'bounding_box': array([0.34651202, 0.936665  , 0.5648709 , 0.99729353], dtype=float32), 'class_id': 37.0, 'score': 0.019092828}","{'bounding_box': array([-0.00281057,  0.5170396 ,  0.1919272 ,  1.0273316 ], dtype=float32), 'class_id': 36.0, 'score': 0.016640604}","{'bounding_box': array([0.39276153, 0.94480336, 0.5602929 , 1.0067296 ], dtype=float32), 'class_id': 37.0, 'score': 0.012884587}","{'bounding_box': array([0.31975642, 0.30484897, 1.2527738 , 1.2025428 ], dtype=float32), 'class_id': 14.0, 'score': 0.011323035}","{'bounding_box': array([-0.08043274,  0.6282356 ,  0.22061974,  1.1346405 ], dtype=float32), 'class_id': 36.0, 'score': 0.009983838}","{'bounding_box': array([-0.00688419, -0.02815707,  0.16556072,  0.43521762], dtype=float32), 'class_id': 17.0, 'score': 0.009814888}","{'bounding_box': array([ 0.20184767, -0.11925483,  0.8564892 ,  0.81646156], dtype=float32), 'class_id': 1.0, 'score': 0.009425193}"
121,english_setter_172_jpg.rf.cb3f08fd8d4c5475dcdd387a70adb04b.jpg,500,375,"{'bounding_box': array([0.15217544, 0.3555233 , 0.4673003 , 0.5629576 ], dtype=float32), 'class_id': 18.0, 'score': 0.77574646}","{'bounding_box': array([0.15091713, 0.3320508 , 0.6234701 , 0.555945  ], dtype=float32), 'class_id': 19.0, 'score': 0.027051538}","{'bounding_box': array([0.09540287, 0.03209704, 1.0020411 , 0.5618198 ], dtype=float32), 'class_id': 25.0, 'score': 0.019007146}","{'bounding_box': array([0.14289653, 0.34956482, 1.3094858 , 1.3023617 ], dtype=float32), 'class_id': 25.0, 'score': 0.013135314}","{'bounding_box': array([-0.00603572, -0.00708464,  0.11338566,  0.2923094 ], dtype=float32), 'class_id': 3.0, 'score': 0.011079133}","{'bounding_box': array([0.05239409, 0.97069955, 0.13447353, 0.99824524], dtype=float32), 'class_id': 0.0, 'score': 0.010553628}","{'bounding_box': array([-0.00313839,  0.5555272 ,  0.08498525,  0.8574984 ], dtype=float32), 'class_id': 3.0, 'score': 0.0094382465}","{'bounding_box': array([0.9008855 , 0.6738483 , 0.95630854, 0.7654443 ], dtype=float32), 'class_id': 6.0, 'score': 0.008696079}","{'bounding_box': array([ 0.14570558, -0.24659583,  1.3395085 ,  0.56963444], dtype=float32), 'class_id': 25.0, 'score': 0.008636862}","{'bounding_box': array([-0.01565738,  0.7131308 ,  0.10885982,  0.9956501 ], dtype=float32), 'class_id': 2.0, 'score': 0.0085892975}"
122,Sphynx_127_jpg.rf.fd8a6c4badb0a087873c84aa4ab61c0f.jpg,332,500,"{'bounding_box': array([0.31701386, 0.44798833, 0.5510024 , 0.7653703 ], dtype=float32), 'class_id': 11.0, 'score': 0.7055687}","{'bounding_box': array([ 0.5592808 , -0.00149131,  1.0306743 ,  0.28938133], dtype=float32), 'class_id': 5.0, 'score': 0.02965796}","{'bounding_box': array([ 0.8151996 , -0.00691018,  1.0050696 ,  0.18286869], dtype=float32), 'class_id': 5.0, 'score': 0.009901315}","{'bounding_box': array([0.70018697, 0.46191594, 0.8537936 , 0.58686537], dtype=float32), 'class_id': 15.0, 'score': 0.009477258}","{'bounding_box': array([ 7.2773039e-01, -1.6618520e-04,  9.9992228e-01,  1.2427399e-01],
      dtype=float32), 'class_id': 5.0, 'score': 0.008759856}","{'bounding_box': array([0.21167566, 0.53488946, 0.2608169 , 0.6691681 ], dtype=float32), 'class_id': 35.0, 'score': 0.007104397}","{'bounding_box': array([0.23424621, 0.6288863 , 0.30432218, 0.75861424], dtype=float32), 'class_id': 35.0, 'score': 0.007027924}","{'bounding_box': array([0.7123634 , 0.00707834, 0.90855235, 0.09098703], dtype=float32), 'class_id': 5.0, 'score': 0.006826848}","{'bounding_box': array([0.24865046, 0.00778763, 0.4216952 , 0.0659398 ], dtype=float32), 'class_id': 23.0, 'score': 0.0066107213}","{'bounding_box': array([0.21241307, 0.59757644, 0.26588407, 0.7201639 ], dtype=float32), 'class_id': 35.0, 'score': 0.0064558685}"
123,saint_bernard_179_jpg.rf.d2179ce97410680346750e1dc69e2ae4.jpg,375,500,"{'bounding_box': array([0.32238567, 0.35170096, 0.51026124, 0.67248064], dtype=float32), 'class_id': 30.0, 'score': 0.051299006}","{'bounding_box': array([0.02976313, 0.3102967 , 0.5433456 , 0.98589975], dtype=float32), 'class_id': 36.0, 'score': 0.016912192}","{'bounding_box': array([0.01138553, 0.26231557, 0.73766124, 1.2014701 ], dtype=float32), 'class_id': 22.0, 'score': 0.013384581}","{'bounding_box': array([ 0.00937852, -0.0236308 ,  0.56248665,  0.66857   ], dtype=float32), 'class_id': 36.0, 'score': 0.013135076}","{'bounding_box': array([0.18475413, 0.27555776, 0.2428655 , 0.40799832], dtype=float32), 'class_id': 35.0, 'score': 0.010936618}","{'bounding_box': array([0.49236882, 0.836614  , 0.97609174, 1.0080931 ], dtype=float32), 'class_id': 18.0, 'score': 0.009713858}","{'bounding_box': array([-0.1853274 ,  0.36546788,  0.628129  ,  1.2300353 ], dtype=float32), 'class_id': 22.0, 'score': 0.009587884}","{'bounding_box': array([ 0.54920036, -0.00916746,  0.7482056 ,  0.06278716], dtype=float32), 'class_id': 5.0, 'score': 0.007891178}","{'bounding_box': array([-0.00072313,  0.00056055,  0.1537838 ,  0.45140624], dtype=float32), 'class_id': 36.0, 'score': 0.0072621703}","{'bounding_box': array([0.2232542 , 0.94096833, 0.4483459 , 1.0108443 ], dtype=float32), 'class_id': 5.0, 'score': 0.006569624}"
124,Ragdoll_143_jpg.rf.901b2ea9c2f260b434edb2e8dee14273.jpg,500,383,"{'bounding_box': array([-0.0020659 ,  0.00615716,  0.9738794 ,  0.7414988 ], dtype=float32), 'class_id': 24.0, 'score': 0.7741988}","{'bounding_box': array([-0.00751564,  0.06048542,  0.10535893,  0.36437097], dtype=float32), 'class_id': 2.0, 'score': 0.02877307}","{'bounding_box': array([0.00860482, 0.09098943, 0.13599733, 0.4106409 ], dtype=float32), 'class_id': 2.0, 'score': 0.016727597}","{'bounding_box': array([0.00227653, 0.02675065, 0.1305688 , 0.31539026], dtype=float32), 'class_id': 2.0, 'score': 0.013635963}","{'bounding_box': array([-0.2202641 , -0.23255771,  0.8516127 ,  0.63001364], dtype=float32), 'class_id': 8.0, 'score': 0.012535393}","{'bounding_box': array([-0.07373584,  0.6635155 ,  0.23196134,  1.118475  ], dtype=float32), 'class_id': 36.0, 'score': 0.011391789}","{'bounding_box': array([ 0.06632805, -0.23551518,  1.2995213 ,  0.64646983], dtype=float32), 'class_id': 31.0, 'score': 0.010714024}","{'bounding_box': array([-0.00684429,  0.35447693,  0.11346859,  0.71100557], dtype=float32), 'class_id': 10.0, 'score': 0.00971362}","{'bounding_box': array([0.46783087, 0.5392103 , 0.49879608, 0.60251045], dtype=float32), 'class_id': 28.0, 'score': 0.009187639}","{'bounding_box': array([0.0208669, 0.7512945, 0.4810469, 1.0816951], dtype=float32), 'class_id': 36.0, 'score': 0.009058893}"
125,samoyed_18_jpg.rf.0a7ffce51f9faefe62efb2794f81bcd4.jpg,500,333,"{'bounding_box': array([0.03572774, 0.20913771, 0.6332643 , 0.45067093], dtype=float32), 'class_id': 31.0, 'score': 0.96162826}","{'bounding_box': array([0.5148183 , 0.85679966, 0.9589677 , 1.0092267 ], dtype=float32), 'class_id': 19.0, 'score': 0.026964962}","{'bounding_box': array([0.5783091 , 0.91810215, 0.8469477 , 0.99762774], dtype=float32), 'class_id': 1.0, 'score': 0.011717349}","{'bounding_box': array([0.47236556, 0.8733558 , 0.8657108 , 1.0368934 ], dtype=float32), 'class_id': 19.0, 'score': 0.011671126}","{'bounding_box': array([0.40391144, 0.84806097, 0.83479595, 1.0092626 ], dtype=float32), 'class_id': 19.0, 'score': 0.0105651915}","{'bounding_box': array([0.01864406, 0.7503424 , 0.4613311 , 1.0925677 ], dtype=float32), 'class_id': 36.0, 'score': 0.010231137}","{'bounding_box': array([0.09209426, 0.7149736 , 0.14525324, 0.819946  ], dtype=float32), 'class_id': 7.0, 'score': 0.009442925}","{'bounding_box': array([0.5847272 , 0.87344575, 0.61755425, 0.9285569 ], dtype=float32), 'class_id': 5.0, 'score': 0.009392738}","{'bounding_box': array([-0.06810328,  0.67746073,  0.2343215 ,  1.1322438 ], dtype=float32), 'class_id': 36.0, 'score': 0.008860797}","{'bounding_box': array([0.04424587, 0.23319665, 0.46051183, 0.43767145], dtype=float32), 'class_id': 31.0, 'score': 0.008531719}"
126,wheaten_terrier_120_jpg.rf.175852e114c0b288c7fcb6f4a3af33f7.jpg,432,348,"{'bounding_box': array([0.10705078, 0.41518673, 0.53721863, 0.7875649 ], dtype=float32), 'class_id': 35.0, 'score': 0.75704646}","{'bounding_box': array([0.3376989 , 0.24437627, 0.40061626, 0.34365842], dtype=float32), 'class_id': 10.0, 'score': 0.016702116}","{'bounding_box': array([-0.0023352 ,  0.11542627,  0.07951421,  0.44328907], dtype=float32), 'class_id': 3.0, 'score': 0.014463127}","{'bounding_box': array([-0.01878087,  0.19407386,  0.10591286,  0.53487194], dtype=float32), 'class_id': 36.0, 'score': 0.01002419}","{'bounding_box': array([0.00334103, 0.15329169, 0.13346839, 0.5646702 ], dtype=float32), 'class_id': 36.0, 'score': 0.010017037}","{'bounding_box': array([0.0101366 , 0.7183704 , 0.13833232, 1.024349  ], dtype=float32), 'class_id': 17.0, 'score': 0.009734541}","{'bounding_box': array([-5.5982023e-02,  4.5600533e-04,  2.5790849e-01,  5.7537246e-01],
      dtype=float32), 'class_id': 36.0, 'score': 0.0090458095}","{'bounding_box': array([0.6798609 , 0.48395348, 0.7940034 , 0.60484016], dtype=float32), 'class_id': 14.0, 'score': 0.009017289}","{'bounding_box': array([0.3583265 , 0.22120503, 0.42047924, 0.32328174], dtype=float32), 'class_id': 30.0, 'score': 0.008025289}","{'bounding_box': array([ 0.05695933, -0.23639789,  0.9444242 ,  0.90404594], dtype=float32), 'class_id': 14.0, 'score': 0.007954031}"
127,Birman_151_jpg.rf.179ae9238f29eda8d63af4da89c48e05.jpg,375,500,"{'bounding_box': array([0.19532442, 0.5049799 , 0.4557917 , 0.81759864], dtype=float32), 'class_id': 8.0, 'score': 0.28391773}","{'bounding_box': array([ 0.66484195, -0.00759223,  0.8930368 ,  0.06634053], dtype=float32), 'class_id': 5.0, 'score': 0.019757062}","{'bounding_box': array([0.21248415, 0.51802266, 0.40597257, 0.6863892 ], dtype=float32), 'class_id': 8.0, 'score': 0.012876093}","{'bounding_box': array([0.20994408, 0.37977517, 0.27932715, 0.55198985], dtype=float32), 'class_id': 16.0, 'score': 0.011781335}","{'bounding_box': array([-0.05883253,  0.07382074,  0.2277138 ,  0.67240024], dtype=float32), 'class_id': 2.0, 'score': 0.010439813}","{'bounding_box': array([0.0036084 , 0.86422014, 0.09783851, 1.0033755 ], dtype=float32), 'class_id': 3.0, 'score': 0.009767234}","{'bounding_box': array([-0.00416865,  0.09691225,  0.08090749,  0.3774402 ], dtype=float32), 'class_id': 3.0, 'score': 0.008632362}","{'bounding_box': array([0.20818982, 0.4311723 , 0.28626257, 0.56514996], dtype=float32), 'class_id': 16.0, 'score': 0.0077275336}","{'bounding_box': array([0.17748852, 0.24149373, 0.5317101 , 0.78072345], dtype=float32), 'class_id': 7.0, 'score': 0.007686168}","{'bounding_box': array([0.00245642, 0.7058001 , 0.12342887, 1.0033352 ], dtype=float32), 'class_id': 11.0, 'score': 0.007314414}"
